strategy,timeframe,tp,sl,leverage,trades,wins,win_rate,avg_win,avg_loss,risk_reward,ev,total_pnl
恐慌闪崩,1h,200,10,5,17,8,47.05882352941176,8.038820350745796,8.008253509750134,20.0,444.1176470588235,-38.81859390892414
看涨插针,1h,75,5,15,567,245,43.20987654320987,5.578262046844789,3.837472483974583,15.0,443.5185185185185,1965.1209245573593
趋势EMA交叉,1d,75,2,30,23,5,21.73913043478261,63.38519332810114,2.0000000000000018,37.5,442.17391304347825,8427.77899921517
RSI超卖,1h,200,7,5,397,183,46.095717884130984,5.480875037468783,4.759059499826934,28.571428571428573,442.09068010075566,-77.19300553088334
EMA7/25金叉,1d,150,2,15,29,6,20.689655172413794,60.51872464458819,2.0000000000000013,75.0,441.7241379310345,4756.685218012936
突破买入,4h,75,3,30,229,52,22.707423580786028,15.236475486564416,2.986173399388042,25.0,441.35371179039305,7912.321008289984
恐慌闪崩,1d,200,10,5,15,7,46.666666666666664,44.9096995178106,9.999999999999996,20.0,439.99999999999994,1171.8394831233709
突破买入,4h,200,10,5,133,62,46.616541353383454,13.834177315213122,7.513983965157251,20.0,439.4736842105263,1621.130660085244
放量突破,1d,200,2,5,9,4,44.44444444444444,79.30920916989248,2.000000000000005,100.0,438.8888888888889,1536.1841833978494
趋势EMA交叉,4h,75,3,25,148,39,26.351351351351347,15.155561364116926,3.0000000000000036,25.0,438.8513513513513,6601.672330013993
放量突破,4h,200,7,5,94,43,45.744680851063826,11.503831810075695,6.208437385993251,28.571428571428573,438.4574468085106,890.1723057379958
RSI超卖,1h,100,2,20,704,165,23.4375,5.716890501007958,1.9651723791361826,50.0,438.125,-2318.819593761784
EMA50/200黄金交叉,4h,50,3,25,31,12,38.70967741935484,13.220674658487468,3.0000000000000027,16.666666666666668,437.9032258064516,2541.2023975462394
RSI超卖,4h,100,3,25,211,42,19.90521327014218,14.331294886724168,2.967633532364142,33.333333333333336,437.5592417061612,2509.6079568218797
看涨插针,1h,100,7,10,513,243,47.368421052631575,5.443156769497422,4.32477079653725,14.285714285714286,436.8421052631578,1549.9897992281615
EMA50/200黄金交叉,4h,200,2,10,31,7,22.58064516129032,14.637636299660256,2.000000000000003,100.0,436.12903225806446,544.6345409762172
放量突破,1d,200,3,5,9,4,44.44444444444444,79.30920916989248,3.0000000000000027,66.66666666666667,436.11111111111114,1511.1841833978494
放量突破,1d,100,15,5,9,8,88.88888888888889,38.56682123347669,15.0,6.666666666666667,436.11111111111114,1467.6728493390679
突破买入,1h,100,7,10,514,243,47.276264591439684,5.441552278205388,3.984756251041708,14.285714285714286,435.8560311284046,2424.282595716064
恐慌闪崩,1h,200,3,15,19,3,15.789473684210526,3.2665468912883036,2.863524003900972,66.66666666666667,435.7894736842105,-540.2511508282595
RSI超卖,1d,200,3,15,38,6,15.789473684210526,64.43702515457475,3.0000000000000018,66.66666666666667,435.7894736842105,4359.332263911726
恐慌闪崩,4h,150,15,5,21,13,61.904761904761905,11.288072640876372,9.756902134732359,10.0,435.7142857142858,343.4486362676699
趋势EMA交叉,1d,150,3,10,23,7,30.434782608695656,53.59722417849773,3.0000000000000044,50.0,435.65217391304355,3271.8056924948405
EMA7/25金叉,1h,200,5,5,474,213,44.936708860759495,5.316209812814482,3.7584512605450207,40.0,435.6012658227848,756.9845556361713
放量突破,1h,100,5,10,439,203,46.24145785876993,4.966932391282194,3.8860528380090065,20.0,435.5353075170842,911.7880566015981
RSI超卖,1h,75,3,20,573,182,31.762652705061083,5.696117515225116,2.844551400511498,25.0,435.49738219895295,-1510.5241965804921
看涨插针,1d,200,2,20,51,6,11.76470588235294,61.808716063081626,2.000000000000002,100.0,435.2941176470588,5617.045927569793
趋势EMA交叉,1d,200,15,5,19,9,47.368421052631575,63.667444533150075,13.952022933412513,13.333333333333334,434.2105263157894,2167.433857321127
RSI超卖,4h,150,2,25,259,33,12.741312741312742,15.596171026783209,1.9913460073550637,75.0,434.16988416988414,1615.736155540035
放量突破,4h,75,2,30,131,28,21.374045801526716,15.994410330544442,2.000000000000002,37.5,433.7404580152672,7255.3046776573265
趋势EMA交叉,1h,100,5,10,417,192,46.043165467625904,5.242733758790978,3.7553872593353956,20.0,433.453237410072,1616.4274833740376
放量突破,1d,100,2,10,9,4,44.44444444444444,54.30920916989248,2.000000000000005,50.0,433.33333333333337,2072.368366795699
恐慌闪崩,1d,150,15,5,13,8,61.53846153846154,40.63922559303451,13.44834554675928,10.0,432.69230769230774,1289.3603850523987
突破买入,4h,200,3,10,229,52,22.707423580786028,15.236475486564416,2.986173399388042,66.66666666666667,430.96069868995636,2637.440336096661
EMA7/25金叉,4h,100,5,15,137,44,32.11678832116788,14.172494964681874,4.71565763468686,20.0,430.83941605839414,2775.504276301867
放量突破,1d,200,5,5,9,4,44.44444444444444,79.30920916989248,5.000000000000004,40.0,430.55555555555554,1461.1841833978497
EMA50/200黄金交叉,4h,150,10,5,30,18,60.0,13.911420717303061,8.457214139720884,15.0,430.0,744.5950161740228
突破买入,1d,150,3,15,29,6,20.689655172413794,51.23510893562037,3.0000000000000044,50.0,429.82758620689657,3576.159804205832
放量突破,1h,50,3,25,505,192,38.01980198019802,5.250383622903806,2.79732437268442,16.666666666666668,428.76237623762376,3312.7781736826855
放量突破,1d,100,3,10,9,4,44.44444444444444,54.30920916989248,3.0000000000000027,33.333333333333336,427.77777777777777,2022.3683667956989
看涨插针,1d,150,3,20,44,7,15.909090909090908,50.75156822768985,3.0000000000000036,50.0,426.8181818181818,4885.219551876577
突破买入,1h,200,5,5,561,247,44.02852049910874,5.5031763280034465,3.715975249981834,40.0,426.29233511586455,962.3416226127777
突破买入,1d,150,2,15,30,6,20.0,51.23510893562037,2.0000000000000013,75.0,426.0,3891.159804205833
EMA50/200黄金交叉,4h,150,15,5,28,17,60.71428571428571,13.08058379163377,9.717614022484684,10.0,425.8928571428571,577.3808510522132
EMA7/25金叉,4h,100,3,20,174,41,23.563218390804597,15.895032502561449,2.980875838553391,33.333333333333336,425.40229885057465,5104.796921548369
趋势EMA交叉,1d,100,3,15,23,7,30.434782608695656,53.59722417849773,3.0000000000000044,33.333333333333336,425.2173913043479,4907.708538742261
EMA50/200黄金交叉,1h,50,2,25,156,57,36.53846153846153,5.490057465548701,1.9395910725696164,25.0,424.99999999999994,3022.843983797098
RSI超卖,4h,200,10,5,115,52,45.21739130434783,12.031803593737585,8.468970166685335,20.0,424.7826086956522,460.54333186589196
放量突破,4h,150,15,5,81,49,60.49382716049383,11.40002762815499,6.868948253500102,10.0,424.07407407407413,1693.9750483379562
RSI超卖,1h,100,7,10,397,183,46.095717884130984,5.480875037468783,4.759059499826934,14.285714285714286,423.2241813602015,-154.38601106176668
恐慌闪崩,1h,150,3,20,19,3,15.789473684210526,3.2665468912883036,2.863524003900972,50.0,423.157894736842,-720.3348677710126
RSI超卖,1d,150,3,20,38,6,15.789473684210526,64.43702515457475,3.0000000000000018,50.0,423.157894736842,5812.443018548967
恐慌闪崩,4h,200,5,10,26,6,23.076923076923077,6.622185540566041,4.78638610869624,40.0,423.0769230769231,-559.9460893052857
EMA50/200黄金交叉,1h,200,3,5,151,65,43.04635761589404,5.117341182959109,2.6029406565636637,66.66666666666667,421.9205298013245,543.8714021393349
EMA7/25金叉,1h,100,5,10,474,213,44.936708860759495,5.316209812814482,3.7584512605450207,20.0,421.8354430379747,1513.9691112723426
趋势EMA交叉,1d,150,5,10,23,7,30.434782608695656,53.59722417849773,5.000000000000002,30.0,421.7391304347827,2951.8056924948405
EMA50/200黄金交叉,4h,150,7,5,31,18,58.06451612903226,13.732210705500211,6.574938574938581,21.428571428571427,420.8064516129033,808.5279561240116
EMA50/200黄金交叉,4h,100,2,20,31,7,22.58064516129032,14.637636299660256,2.000000000000003,50.0,420.64516129032256,1089.2690819524344
看涨插针,4h,200,2,15,283,42,14.840989399293287,15.035045047411748,1.994706103498171,100.0,419.6819787985866,2261.215815723512
放量突破,4h,100,7,10,94,43,45.744680851063826,11.503831810075695,6.208437385993251,14.285714285714286,419.46808510638294,1780.3446114759915
趋势EMA交叉,1h,150,2,10,571,165,28.896672504378284,5.710988576525867,1.9346730233739458,75.0,419.22942206654994,1568.3586763694625
趋势EMA交叉,1d,200,2,10,23,5,21.73913043478261,64.62306488247118,2.0000000000000018,100.0,419.1304347826087,2871.1532441235586
趋势EMA交叉,1h,50,3,25,480,179,37.291666666666664,5.200964068594269,2.7201874221658993,16.666666666666668,419.1145833333333,2804.903855160956
RSI超卖,1d,150,5,15,33,7,21.21212121212121,61.41495450199898,5.000000000000004,30.0,418.18181818181813,4498.570222709891
EMA7/25金叉,1d,75,2,30,29,6,20.689655172413794,59.48716501594649,2.0000000000000013,37.5,417.9310344827586,9327.689702870368
看涨插针,1h,200,5,5,567,245,43.20987654320987,5.578262046844789,3.837472483974583,40.0,417.9012345679012,655.0403081857864
看涨插针,4h,75,3,30,240,52,21.666666666666668,14.158255754100505,2.9569167018995,25.0,417.0,5409.86877768361
放量突破,1d,100,5,10,9,4,44.44444444444444,54.30920916989248,5.000000000000004,20.0,416.6666666666667,1922.368366795699
趋势EMA交叉,4h,100,2,25,175,32,18.285714285714285,18.025733452676004,2.000000000000001,50.0,416.2857142857142,7270.586762140798
RSI超卖,1h,50,3,30,573,182,31.762652705061083,5.7223671282112045,2.844551400511498,16.666666666666668,415.0261780104712,-2122.463407966695
EMA50/200黄金交叉,1h,100,3,10,151,65,43.04635761589404,5.117341182959109,2.6029406565636637,33.333333333333336,413.37748344370857,1087.7428042786698
EMA7/25金叉,1d,150,7,10,26,8,30.76923076923077,58.996546610991615,7.000000000000006,21.428571428571427,413.0769230769231,3459.723728879328
突破买入,1h,100,5,10,561,247,44.02852049910874,5.5031763280034465,3.715975249981834,20.0,412.2994652406417,1924.6832452255553
趋势EMA交叉,1h,100,2,15,571,165,28.896672504378284,5.710988576525867,1.9346730233739458,50.0,412.11908931698775,2352.538014554194
RSI超卖,4h,150,3,15,211,42,19.90521327014218,14.331294886724168,2.967633532364142,50.0,411.82464454976304,1505.764774093128
放量突破,4h,200,2,10,131,28,21.374045801526716,15.994410330544442,2.000000000000002,100.0,411.75572519083966,2418.434892552442
突破买入,4h,150,5,10,178,53,29.775280898876407,15.897491640009516,4.793339486868901,30.0,411.51685393258424,2433.996210618916
看涨插针,4h,150,2,20,283,42,14.840989399293287,15.035045047411748,1.994706103498171,75.0,411.16607773851587,3014.954420964683
RSI超卖,1h,75,5,15,450,182,40.44444444444444,5.776925562450402,4.055101861953256,15.0,410.3333333333333,-530.5026995624836
看涨插针,4h,200,3,10,240,52,21.666666666666668,14.1527134624742,2.9569167018995,66.66666666666667,409.83333333333337,1800.4076009155258
RSI超卖,1d,200,2,25,44,4,9.090909090909092,71.21398279933261,2.000000000000001,100.0,409.0909090909091,5121.398279933261
EMA50/200黄金交叉,4h,75,3,15,31,12,38.70967741935484,13.220674658487468,3.0000000000000027,25.0,407.90322580645164,1524.7214385277437
恐慌闪崩,4h,150,7,10,23,7,30.434782608695656,5.965016570327146,6.6079826358703,21.428571428571427,407.8260869565218,-639.7260618163479
突破买入,4h,100,3,20,229,52,22.707423580786028,15.236475486564416,2.986173399388042,33.333333333333336,407.77292576419217,5274.880672193322
EMA50/200黄金交叉,4h,75,7,10,31,18,58.06451612903226,13.732210705500211,6.574938574938581,10.714285714285714,406.12903225806457,1617.055912248023
EMA7/25金叉,1h,150,2,10,686,192,27.988338192419825,5.886276420309713,1.9518614038072095,75.0,405.4227405247814,1659.4553921870317
EMA7/25金叉,1h,50,3,25,571,207,36.25218914185639,5.418420147876413,2.740559193567844,16.666666666666668,405.3415061295972,3101.23560379306
趋势EMA交叉,1h,75,2,20,571,165,28.896672504378284,5.710988576525867,1.9346730233739458,37.5,405.00875656742556,3136.717352738925
趋势EMA交叉,1d,100,5,15,23,7,30.434782608695656,53.59722417849773,5.000000000000002,20.0,404.3478260869566,4427.708538742261
看涨插针,1h,100,5,10,567,245,43.20987654320987,5.578262046844789,3.837472483974583,20.0,403.7037037037037,1310.080616371573
趋势EMA交叉,1d,100,2,20,23,5,21.73913043478261,64.62306488247118,2.0000000000000018,50.0,403.47826086956525,5742.306488247117
看涨插针,1d,100,3,30,44,7,15.909090909090908,43.608711084832706,3.0000000000000036,33.333333333333336,401.59090909090907,5827.829327814864
RSI超卖,1h,75,2,25,704,165,23.4375,5.716890501007958,1.9651723791361826,37.5,401.171875,-2898.52449220223
放量突破,1d,150,7,5,9,5,55.55555555555556,63.41721823305829,7.000000000000011,21.428571428571427,401.1111111111112,1445.4304558264566
突破买入,1h,50,3,25,674,242,35.90504451038576,5.563037141106371,2.71763584609914,16.666666666666668,400.7418397626113,4305.907565822825
EMA50/200黄金交叉,4h,150,5,5,31,17,54.83870967741935,13.09216689943906,5.000000000000004,30.0,399.99999999999994,762.8341864523201
放量突破,1h,75,3,15,505,192,38.01980198019802,5.250383622903806,2.79732437268442,25.0,399.83168316831683,1987.6669042096112
EMA7/25金叉,1h,100,2,15,686,192,27.988338192419825,5.886276420309713,1.9518614038072095,50.0,398.22157434402334,2489.1830882805475
EMA7/25金叉,1d,200,2,10,29,6,20.689655172413794,60.51872464458819,2.0000000000000013,100.0,397.9310344827586,3171.1234786752907
恐慌闪崩,1h,100,3,30,19,3,15.789473684210526,3.2665468912883036,2.863524003900972,33.333333333333336,397.89473684210526,-1080.502301656519
RSI超卖,1d,100,3,30,38,6,15.789473684210526,63.83797805048497,3.0000000000000018,33.333333333333336,397.89473684210526,8610.836049087293
EMA50/200黄金交叉,1h,50,3,20,151,65,43.04635761589404,5.117341182959109,2.6029406565636637,16.666666666666668,396.2913907284768,2175.4856085573397
放量突破,4h,100,2,20,131,28,21.374045801526716,15.994410330544442,2.000000000000002,50.0,396.03053435114504,4836.869785104884
EMA7/25金叉,1d,75,3,25,29,7,24.137931034482758,58.709854509182755,3.000000000000004,25.0,395.6896551724138,8624.22453910698
RSI超卖,4h,150,5,10,167,48,28.74251497005988,12.579424014343116,4.810792100265235,30.0,395.5089820359281,313.280927569065
趋势EMA交叉,1d,75,3,20,24,7,29.166666666666668,55.02144532412073,3.000000000000004,25.0,395.0,6683.0023453769
看涨插针,4h,100,2,30,283,42,14.840989399293287,15.035045047411748,1.994706103498171,50.0,394.1342756183746,4522.431631447024
突破买入,4h,100,5,15,178,53,29.775280898876407,15.897491640009516,4.793339486868901,20.0,393.9606741573034,3650.994315928374
趋势EMA交叉,4h,200,7,5,111,46,41.44144144144144,13.65021079107146,6.059076346144772,28.571428571428573,393.9189189189189,1170.3486694493852
看涨插针,1d,200,15,5,23,10,43.47826086956522,58.6269127080012,13.236820762360367,13.333333333333334,392.3913043478261,2070.952285846636
放量突破,4h,150,3,10,116,32,27.586206896551722,15.712322801053569,2.974094970420479,50.0,392.0689655172414,2529.7035211839398
EMA50/200黄金交叉,1h,75,2,15,156,57,36.53846153846153,5.490057465548701,1.9395910725696164,37.5,392.0192307692307,1813.7063902782588
趋势EMA交叉,1h,75,3,15,480,179,37.291666666666664,5.200964068594269,2.7201874221658993,25.0,391.31249999999994,1682.9423130965736
EMA7/25金叉,1h,75,2,20,686,192,27.988338192419825,5.886276420309713,1.9518614038072095,37.5,391.0204081632653,3318.9107843740635
趋势EMA交叉,1h,50,2,30,571,165,28.896672504378284,5.710988576525867,1.9346730233739458,25.0,390.78809106830124,4705.076029108388
看涨插针,1h,50,3,25,703,247,35.13513513513514,5.430006723035712,2.7945971910981684,16.666666666666668,390.5405405405406,1671.8835362264117
突破买入,1d,200,3,10,29,6,20.689655172413794,51.23510893562037,3.0000000000000044,66.66666666666667,390.0,2384.106536137221
RSI超卖,1h,200,5,5,450,182,40.44444444444444,5.776925562450402,4.055101861953256,40.0,389.55555555555554,-176.83423318749453
EMA50/200黄金交叉,4h,75,5,10,31,17,54.83870967741935,13.09216689943906,5.000000000000004,15.0,388.7096774193548,1525.6683729046401
看涨插针,1d,150,2,25,52,6,11.538461538461538,53.4753827297483,2.0000000000000013,75.0,388.46153846153845,5721.307409462242
看涨插针,1d,200,10,5,24,10,41.66666666666667,61.28674105342817,9.077047850763195,20.0,387.50000000000006,2428.943703117985
突破买入,1d,75,2,30,31,6,19.35483870967742,50.26588597648819,2.0000000000000013,37.5,387.0967741935484,7547.859475767874
趋势EMA交叉,4h,150,2,15,175,32,18.285714285714285,18.025733452676004,2.000000000000001,75.0,386.91428571428565,4362.352057284478
看涨插针,4h,200,7,5,157,64,40.76433121019109,11.805144655344057,6.181978025000047,28.571428571428573,386.9108280254777,903.0265080850761
看涨插针,4h,100,3,20,240,52,21.666666666666668,14.1527134624742,2.9569167018995,33.333333333333336,386.33333333333337,3600.8152018310516
放量突破,1h,150,2,10,592,158,26.68918918918919,5.368617395859407,1.9588564794472447,75.0,385.6756756756756,-19.021635343178644
放量突破,1d,75,7,10,9,5,55.55555555555556,48.41721823305828,7.000000000000011,10.714285714285714,385.55555555555566,2140.8609116529133
RSI超卖,1d,200,5,10,33,7,21.21212121212121,61.41495450199898,5.000000000000004,40.0,384.8484848484849,2999.0468151399273
EMA50/200黄金交叉,4h,75,2,25,31,7,22.58064516129032,14.637636299660256,2.000000000000003,37.5,384.67741935483866,1361.586352440543
EMA7/25金叉,4h,75,3,25,174,41,23.563218390804597,15.895032502561449,2.980875838553391,25.0,384.48275862068965,6380.996151935462
突破买入,1d,200,2,10,30,6,20.0,51.23510893562037,2.0000000000000013,100.0,384.0,2594.106536137222
EMA7/25金叉,1d,100,2,20,29,6,20.689655172413794,60.51872464458819,2.0000000000000013,50.0,382.0689655172414,6342.246957350581
突破买入,4h,100,2,25,272,46,16.911764705882355,17.077840323618194,1.993595980936652,50.0,381.25000000000006,8375.699079868838
放量突破,4h,100,3,15,116,32,27.586206896551722,15.712322801053569,2.974094970420479,33.333333333333336,381.20689655172407,3794.55528177591
EMA7/25金叉,1h,75,3,15,571,207,36.25218914185639,5.418420147876413,2.740559193567844,25.0,379.1506129597198,1860.7413622758359
突破买入,1h,150,2,10,831,218,26.233453670276774,6.116471737654331,1.9395129550441723,75.0,378.7484957882069,1444.693973665665
放量突破,1h,100,2,15,592,158,26.68918918918919,5.368617395859407,1.9588564794472447,50.0,378.34459459459464,-28.532453014767967
突破买入,1d,75,3,30,30,6,20.0,50.26588597648819,3.000000000000004,25.0,378.0,6887.859475767872
EMA50/200黄金交叉,4h,200,3,5,31,12,38.70967741935484,13.220674658487468,3.0000000000000027,66.66666666666667,377.90322580645164,508.24047950924785
RSI超卖,4h,100,5,15,167,48,28.74251497005988,12.579424014343116,4.810792100265235,20.0,377.6946107784431,469.9213913535975
EMA50/200黄金交叉,4h,50,5,15,31,17,54.83870967741935,13.09216689943906,5.000000000000004,10.0,377.41935483870964,2288.5025593569603
看涨插针,1h,150,2,10,858,224,26.107226107226104,6.005519455162066,1.9593387807180902,75.0,376.8298368298368,1030.1557098103353
EMA7/25金叉,1h,50,2,30,686,192,27.988338192419825,5.886276420309713,1.9518614038072095,25.0,376.6180758017493,4978.366176561095
放量突破,1d,50,2,20,10,4,40.0,44.732478476420326,2.0000000000000053,25.0,376.0,3338.5982781136254
RSI超卖,4h,75,3,30,211,42,19.90521327014218,14.331294886724168,2.967633532364142,25.0,375.781990521327,3011.529548186256
突破买入,1h,75,3,15,674,242,35.90504451038576,5.563037141106371,2.71763584609914,25.0,375.0890207715134,2583.544539493695
EMA7/25金叉,4h,100,2,25,210,35,16.666666666666664,17.897385255699746,2.0000000000000013,50.0,374.99999999999994,6910.212098737272
RSI超卖,1h,100,5,10,450,182,40.44444444444444,5.776925562450402,4.055101861953256,20.0,374.6666666666667,-353.66846637498907
RSI超卖,4h,200,3,10,211,42,19.90521327014218,14.331294886724168,2.967633532364142,66.66666666666667,374.0758293838863,1003.8431827287519
趋势EMA交叉,1d,50,3,30,24,7,29.166666666666668,43.74860883031241,3.000000000000004,16.666666666666668,373.75,7657.207854365604
放量突破,4h,150,10,5,85,45,52.94117647058824,11.106387265751207,6.820764570313726,15.0,373.52941176470586,1134.7842207312763
趋势EMA交叉,4h,100,7,10,111,46,41.44144144144144,13.65021079107146,6.059076346144772,14.285714285714286,373.4234234234234,2340.6973388987703
放量突破,1h,150,10,5,393,208,52.926208651399484,4.678942504948941,4.365553953534284,15.0,373.4096692111959,827.9627981276853
趋势EMA交叉,4h,150,3,10,148,39,26.351351351351347,15.155561364116926,3.0000000000000036,50.0,373.1756756756757,2640.668932005597
EMA7/25金叉,1h,150,10,5,420,222,52.85714285714286,5.010496366013721,4.420719580867139,15.0,372.8571428571429,1185.138581216763
突破买入,1h,100,2,15,831,218,26.233453670276774,6.116471737654331,1.9395129550441723,50.0,371.3718411552346,2167.0409604984975
放量突破,1h,75,2,20,592,158,26.68918918918919,5.368617395859407,1.9588564794472447,37.5,371.0135135135135,-38.04327068635729
放量突破,1h,200,3,5,505,192,38.01980198019802,5.250383622903806,2.79732437268442,66.66666666666667,370.9009900990099,662.5556347365371
放量突破,4h,75,3,20,116,32,27.586206896551722,15.712322801053569,2.974094970420479,25.0,370.3448275862069,5059.4070423678795
恐慌闪崩,1d,200,3,15,22,3,13.636363636363635,70.24879934048242,3.0000000000000027,66.66666666666667,370.2272727272727,2306.195970321709
看涨插针,1h,100,2,15,858,224,26.107226107226104,6.005519455162066,1.9593387807180902,50.0,369.4405594405594,1545.233564715503
EMA7/25金叉,4h,200,7,5,123,48,39.02439024390244,13.961255993527283,6.069865192767653,28.571428571428573,368.9024390243902,1074.501991158678
EMA50/200黄金交叉,4h,100,3,10,31,12,38.70967741935484,13.220674658487468,3.0000000000000027,33.333333333333336,368.7096774193549,1016.4809590184957
趋势EMA交叉,1d,75,2,25,23,5,21.73913043478261,63.38519332810114,2.0000000000000018,37.5,368.47826086956525,7023.149166012642
突破买入,1d,100,2,20,30,6,20.0,51.23510893562037,2.0000000000000013,50.0,368.0,5188.213072274444
突破买入,4h,75,3,25,229,52,22.707423580786028,15.236475486564416,2.986173399388042,25.0,367.79475982532756,6593.600840241654
恐慌闪崩,1h,200,7,5,18,7,38.88888888888889,6.774878728316835,5.915843780704659,28.571428571428573,367.5,-88.25065244766702
恐慌闪崩,4h,150,10,5,23,12,52.17391304347826,10.749087524104786,7.626864559827126,15.0,367.39130434782606,225.46770065579517
突破买入,1d,100,3,20,29,6,20.689655172413794,51.23510893562037,3.0000000000000044,33.333333333333336,366.2068965517241,4768.213072274442
看涨插针,4h,100,7,10,157,64,40.76433121019109,11.805144655344057,6.181978025000047,14.285714285714286,366.17834394904463,1806.0530161701522
看涨插针,1h,75,3,15,703,247,35.13513513513514,5.430006723035712,2.7945971910981684,25.0,366.08108108108115,1003.130121735847
放量突破,1h,150,15,5,390,208,53.333333333333336,4.679639189985777,4.6740357633101,10.0,365.0,613.4522129730183
EMA7/25金叉,1d,200,15,5,22,9,40.909090909090914,65.68851450794168,14.193863794932703,13.333333333333334,364.7727272727273,2033.3820061867495
放量突破,1d,50,3,20,10,4,40.0,44.732478476420326,3.0000000000000036,16.666666666666668,364.0,3218.5982781136254
突破买入,1h,75,2,20,831,218,26.233453670276774,6.116471737654331,1.9395129550441723,37.5,363.9951865222623,2889.38794733133
趋势EMA交叉,1h,150,10,5,379,196,51.71503957783641,4.966922993348346,4.2966852997570815,15.0,363.72031662269126,936.1174842036495
趋势EMA交叉,1h,200,3,5,480,179,37.291666666666664,5.200964068594269,2.7201874221658993,66.66666666666667,363.51041666666663,560.9807710321912
EMA50/200黄金交叉,1h,150,7,5,142,72,50.70422535211267,4.882833452325194,4.452772996384771,21.428571428571427,363.0281690140845,199.3494941024001
趋势EMA交叉,4h,75,2,30,175,32,18.285714285714285,18.025733452676004,2.000000000000001,37.5,362.4,8724.704114568956
趋势EMA交叉,4h,100,3,15,148,39,26.351351351351347,15.155561364116926,3.0000000000000036,33.333333333333336,362.12837837837833,3961.003398008396
看涨插针,1h,75,2,20,858,224,26.107226107226104,6.005519455162066,1.9593387807180902,37.5,362.051282051282,2060.3114196206707
恐慌闪崩,1h,150,15,5,17,9,52.94117647058824,10.454182518648677,8.671862622904168,10.0,361.76470588235287,123.56370842302368
放量突破,1h,100,3,10,505,192,38.01980198019802,5.250383622903806,2.79732437268442,33.333333333333336,361.6039603960396,1325.1112694730741
放量突破,4h,75,2,25,131,28,21.374045801526716,15.994410330544442,2.000000000000002,37.5,361.45038167938935,6046.087231381105
恐慌闪崩,4h,200,3,30,27,2,7.4074074074074066,5.282658475967096,3.0000000000000036,66.66666666666667,361.1111111111111,-1933.0404914419769
EMA7/25金叉,1h,150,15,5,413,218,52.78450363196126,4.899387704142578,4.714561914640944,10.0,360.4721549636804,743.634730740489
趋势EMA交叉,1d,200,7,5,21,8,38.095238095238095,54.76426494458062,7.000000000000006,28.571428571428573,359.2857142857143,1735.5705977832247
EMA50/200黄金交叉,1h,200,2,5,156,57,36.53846153846153,5.490057465548701,1.9395910725696164,100.0,359.0384615384615,604.5687967594197
放量突破,1h,150,7,5,411,206,50.121654501216554,4.962877840077413,4.416029748254245,21.428571428571427,358.4549878345499,585.3336833191337
恐慌闪崩,1h,150,5,10,19,5,26.31578947368421,4.345546426940336,4.433877256267948,30.0,357.8947368421052,-403.4654945304959
趋势EMA交叉,1h,150,7,5,388,194,50.0,5.058021642980719,4.187845893056565,21.428571428571427,357.5,844.0704774264303
恐慌闪崩,1d,150,3,20,22,3,13.636363636363635,70.24879934048242,3.0000000000000027,50.0,357.27272727272725,3074.927960428945
放量突破,1h,50,2,30,592,158,26.68918918918919,5.368617395859407,1.9588564794472447,25.0,356.35135135135135,-57.06490602953593
RSI超卖,4h,200,2,15,259,33,12.741312741312742,15.596171026783209,1.9913460073550637,100.0,356.0617760617761,969.441693324021
EMA50/200黄金交叉,1h,150,10,5,140,71,50.71428571428571,4.777262468320289,4.694550415813078,15.0,355.71428571428567,76.30828279819049
突破买入,4h,150,2,15,272,46,16.911764705882355,17.077840323618194,1.993595980936652,75.0,355.5882352941177,5025.419447921304
突破买入,4h,200,7,5,159,60,37.735849056603776,14.474440866441624,6.4142537371627935,28.571428571428573,355.5660377358491,1167.276660036904
趋势EMA交叉,1h,150,15,5,374,195,52.139037433155075,4.896023710682756,4.503279239460625,10.0,355.1470588235294,743.1881985984276
突破买入,4h,150,15,5,121,63,52.066115702479344,12.252378009840148,8.252073265653797,10.0,354.54545454545456,1466.3978260600459
RSI超卖,1d,150,2,30,44,4,9.090909090909092,71.21398279933261,2.000000000000001,75.0,354.54545454545456,6145.677935919913
趋势EMA交叉,1h,100,3,10,480,179,37.291666666666664,5.200964068594269,2.7201874221658993,33.333333333333336,354.10416666666663,1121.9615420643825
EMA7/25金叉,1h,200,3,5,571,207,36.25218914185639,5.418420147876413,2.740559193567844,66.66666666666667,352.9597197898423,620.2471207586119
EMA50/200黄金交叉,1h,100,2,10,156,57,36.53846153846153,5.490057465548701,1.9395910725696164,50.0,352.6923076923077,1209.1375935188394
EMA7/25金叉,1d,150,3,10,28,7,25.0,58.434117511538865,3.0000000000000036,50.0,352.5,3460.388225807719
看涨插针,1h,150,10,5,478,240,50.2092050209205,5.1930522928862075,4.665500876596707,15.0,351.673640167364,679.7167083133675
趋势EMA交叉,4h,75,3,20,148,39,26.351351351351347,15.155561364116926,3.0000000000000036,25.0,351.08108108108104,5281.337864011194
EMA7/25金叉,1h,150,7,5,440,216,49.09090909090909,5.207874399151381,4.323517641931397,21.428571428571427,350.3636363636364,782.1645921203269
EMA50/200黄金交叉,4h,50,3,20,31,12,38.70967741935484,13.220674658487468,3.0000000000000027,16.666666666666668,350.32258064516134,2032.9619180369914
RSI超卖,4h,100,3,20,211,42,19.90521327014218,14.331294886724168,2.967633532364142,33.333333333333336,350.04739336492895,2007.6863654575038
