timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore
2019-09-08 17:00:00,10000.0,10000.0,10000.0,10000.0,0.002,1567965599999,20,2,0.001,10,0
2019-09-08 18:00:00,10000.0,10000.0,10000.0,10000.0,0.0,1567969199999,0,0,0,0,0
2019-09-08 19:00:00,10344.77,10357.53,10337.43,10340.12,471.659,1567972799999,4879792.35614,562,0,0,0
2019-09-08 20:00:00,10340.12,10368.64,10334.54,10351.42,583.271,1567976399999,6037732.62590,731,0.034,351.97117,0
2019-09-08 21:00:00,10351.42,10391.9,10324.77,10391.9,689.759,1567979999999,7136798.50523,827,0.004,41.38500,0
2019-09-08 22:00:00,10392.59,10412.65,10375.58,10375.58,675.394,1567983599999,7020272.87987,821,0,0,0
2019-09-08 23:00:00,10375.58,10392.25,10366.57,10391.63,676.206,1567987199999,7021684.08263,811,0,0,0
2019-09-09 00:00:00,10391.63,10391.63,10391.63,10391.63,0.0,1567990799999,0,0,0,0,0
2019-09-09 01:00:00,10391.63,10391.63,10391.63,10391.63,0.0,1567994399999,0,0,0,0,0
2019-09-09 02:00:00,10316.62,10316.65,10294.29,10296.04,96.462,1567997999999,994913.57830,112,0,0,0
2019-09-09 03:00:00,10295.81,10316.68,10267.37,10297.89,682.987,1568001599999,7035936.52531,789,0,0,0
2019-09-09 04:00:00,10297.89,10316.33,10251.51,10316.3,680.278,1568005199999,6998829.86825,800,0,0,0
2019-09-09 05:00:00,10316.3,10316.34,10299.8,10304.32,671.524,1568008799999,6923746.52835,838,0.001,10.30921,0
2019-09-09 06:00:00,10304.32,10305.51,10252.36,10256.09,680.52,1568012399999,7000049.21327,787,0,0,0
2019-09-09 07:00:00,10260.16,10273.71,10092.71,10149.47,632.467,1568015999999,6444656.97444,694,0,0,0
2019-09-09 08:00:00,10149.47,10170.74,10077.22,10147.84,1160.043,1568019599999,11767567.60192,1376,0.001,10.15690,0
2019-09-09 09:00:00,10147.84,10267.74,10143.68,10248.89,274.673,1568023199999,2797795.41903,311,0,0,0
2019-09-09 10:00:00,10249.57,10256.18,10196.76,10253.25,384.383,1568026799999,3930827.34190,347,0,0,0
2019-09-09 11:00:00,10247.69,10475.54,10222.75,10414.6,647.386,1568030399999,6717546.96884,390,280.131,2915757.25034,0
2019-09-09 12:00:00,10411.7,10411.7,10349.89,10356.75,844.568,1568033999999,8773026.60503,427,416.569,4327214.58884,0
2019-09-09 13:00:00,10356.61,10389.12,10317.61,10322.37,872.928,1568037599999,9033564.90308,443,463.508,4796854.37502,0
2019-09-09 14:00:00,10327.06,10363.82,10302.69,10337.55,830.825,1568041199999,8584177.19507,448,439.674,4543496.34973,0
2019-09-09 15:00:00,10333.86,10363.66,10308.84,10314.26,837.694,1568044799999,8652721.08945,420,434.720,4490888.96877,0
2019-09-09 16:00:00,10314.26,10333.55,10183.31,10255.44,1126.982,1568048399999,11563066.75109,506,748.411,7678996.67702,0
2019-09-09 17:00:00,10253.31,10296.3,10235.3,10263.33,913.252,1568051999999,9373905.81204,451,500.499,5138046.72137,0
2019-09-09 18:00:00,10261.38,10288.82,10250.56,10255.58,918.219,1568055599999,9428893.62252,486,448.156,4602554.73895,0
2019-09-09 19:00:00,10255.58,10323.13,10237.17,10308.87,956.876,1568059199999,9824621.27309,474,557.724,5727151.87261,0
2019-09-09 20:00:00,10307.8,10420.65,10228.28,10233.85,726.047,1568062799999,7476354.55643,337,332.034,3418940.66818,0
2019-09-09 21:00:00,10229.48,10343.79,10229.48,10289.48,516.808,1568066399999,5308976.25190,366,480.554,4937457.99994,0
2019-09-09 22:00:00,10289.48,10358.69,10289.48,10358.69,296.634,1568069999999,3062996.26917,268,296.634,3062996.26917,0
2019-09-09 23:00:00,10347.5,10382.64,10304.8,10307.0,72.817,1568073599999,753035.22305,226,53.835,557018.27586,0
2019-09-10 00:00:00,10307.0,10373.14,10307.0,10338.61,197.31,1568077199999,2042308.95080,339,164.635,1704482.72684,0
2019-09-10 01:00:00,10336.92,10382.97,10328.53,10328.53,322.633,1568080799999,3344060.98480,368,225.573,2338204.28434,0
2019-09-10 02:00:00,10328.04,10356.14,10281.43,10281.43,546.28,1568084399999,5642315.53547,557,496.692,5130011.07221,0
2019-09-10 03:00:00,10285.58,10320.45,10266.61,10307.25,481.232,1568087999999,4955126.42852,488,414.005,4263051.66183,0
2019-09-10 04:00:00,10309.17,10329.24,10304.57,10305.21,513.665,1568091599999,5295487.58033,580,490.935,5061040.39212,0
2019-09-10 05:00:00,10305.21,10306.67,10251.86,10262.85,312.001,1568095199999,3209239.86367,361,290.892,2992522.46617,0
2019-09-10 06:00:00,10263.35,10271.65,10226.81,10265.96,449.925,1568098799999,4613470.79408,416,404.271,4145426.16589,0
2019-09-10 07:00:00,10265.96,10304.82,10240.25,10272.46,430.492,1568102399999,4422442.76368,364,411.579,4228207.96370,0
2019-09-10 08:00:00,10271.93,10286.15,10247.2,10256.08,374.454,1568105999999,3843722.91803,355,332.883,3417046.91664,0
2019-09-10 09:00:00,10255.76,10290.01,10206.87,10248.67,356.75,1568109599999,3656178.83037,347,306.876,3145042.43342,0
2019-09-10 10:00:00,10255.07,10280.9,10222.99,10240.32,358.313,1568113199999,3673689.25226,319,336.516,3450125.38356,0
2019-09-10 11:00:00,10240.11,10259.52,10223.56,10254.56,319.484,1568116799999,3271864.44749,300,262.214,2685519.19048,0
2019-09-10 12:00:00,10252.7,10270.58,10226.02,10254.63,320.088,1568120399999,3279911.64845,331,235.320,2411445.78769,0
2019-09-10 13:00:00,10256.66,10258.78,10221.96,10241.79,308.964,1568123999999,3163226.44560,317,210.242,2152732.78357,0
2019-09-10 14:00:00,10237.92,10239.21,10176.69,10208.34,579.259,1568127599999,5917454.01250,881,197.980,2021731.37845,0
2019-09-10 15:00:00,10203.7,10222.71,10167.91,10179.1,321.499,1568131199999,3277552.23485,351,146.196,1490181.09783,0
2019-09-10 16:00:00,10172.13,10237.41,10172.13,10225.4,306.303,1568134799999,3126933.99917,353,192.995,1970610.28311,0
2019-09-10 17:00:00,10222.36,10232.64,10195.13,10213.69,333.288,1568138399999,3403262.05742,366,225.371,2301252.15725,0
2019-09-10 18:00:00,10213.58,10218.72,10192.47,10198.27,305.427,1568141999999,3116567.79702,340,204.360,2085299.15583,0
2019-09-10 19:00:00,10194.82,10202.43,9940.87,10026.56,468.928,1568145599999,4730102.42127,590,202.109,2045041.50262,0
2019-09-10 20:00:00,10021.49,10080.64,9991.73,10062.53,336.757,1568149199999,3379006.99630,404,120.834,1212896.42368,0
2019-09-10 21:00:00,10060.46,10127.22,10040.85,10108.06,423.519,1568152799999,4267949.92521,526,159.276,1605320.74150,0
2019-09-10 22:00:00,10108.25,10124.68,10059.92,10089.7,338.205,1568156399999,3413061.39096,425,128.422,1295811.41887,0
2019-09-10 23:00:00,10089.1,10124.47,10046.67,10102.02,364.179,1568159999999,3672707.89645,411,235.286,2373353.56347,0
2019-09-11 00:00:00,10094.27,10293.11,10090.62,10142.52,390.557,1568163599999,3974039.94079,427,269.700,2744287.78412,0
2019-09-11 01:00:00,10137.6,10158.12,10069.45,10069.75,333.196,1568167199999,3373058.33351,402,210.699,2133337.19032,0
2019-09-11 02:00:00,10066.39,10099.47,10051.0,10073.2,308.733,1568170799999,3110589.06910,371,195.145,1966454.74955,0
2019-09-11 03:00:00,10068.78,10116.43,10067.02,10093.88,345.495,1568174399999,3488124.99749,401,138.377,1397256.92444,0
2019-09-11 04:00:00,10091.53,10097.65,10054.44,10056.42,325.921,1568177999999,3282797.49542,387,111.907,1127349.37565,0
2019-09-11 05:00:00,10057.71,10074.15,9974.69,10028.63,407.191,1568181599999,4083863.94924,491,143.852,1443563.11313,0
2019-09-11 06:00:00,10024.78,10050.56,9884.31,9995.45,371.519,1568185199999,3711306.13782,482,188.109,1879367.11756,0
2019-09-11 07:00:00,9995.72,10078.84,9990.59,10067.46,311.873,1568188799999,3131922.08791,422,217.096,2180262.47624,0
2019-09-11 08:00:00,10068.41,10074.32,10004.26,10005.18,268.074,1568192399999,2691880.11822,333,219.639,2205226.04370,0
