timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore
2019-09-08 16:00:00,10000.0,10357.53,10000.0,10340.12,471.661,1567972799999,4879792.35634,564,0.001,0.00010,0
2019-09-08 20:00:00,10340.12,10412.65,10324.77,10391.63,2624.63,1567987199999,27216488.09363,3190,0.038,393.35617,0
2019-09-09 00:00:00,10316.62,10316.68,10267.37,10297.89,779.449,1568001599999,8030850.10361,901,0,0,0
2019-09-09 04:00:00,10297.89,10316.34,10092.71,10149.47,2664.789,1568015999999,27367282.58431,3119,0.001,10.30921,0
2019-09-09 08:00:00,10149.47,10475.54,10077.22,10414.6,2466.485,1568030399999,25213737.33169,2424,280.132,2915767.40724,0
2019-09-09 12:00:00,10411.7,10411.7,10302.69,10314.26,3386.015,1568044799999,35043489.79263,1738,1754.471,18158454.28236,0
2019-09-09 16:00:00,10314.26,10333.55,10183.31,10308.87,3915.329,1568059199999,40190487.45874,1917,2254.790,23146750.00995,0
2019-09-09 20:00:00,10307.8,10420.65,10228.28,10307.0,1612.306,1568073599999,16601362.30055,1197,1163.057,11976413.21315,0
2019-09-10 00:00:00,10307.0,10382.97,10266.61,10307.25,1547.455,1568087999999,15983811.89959,1752,1300.905,13435749.74522,0
2019-09-10 04:00:00,10309.17,10329.24,10226.81,10272.46,1706.083,1568102399999,17540641.00176,1721,1597.677,16427196.98788,0
2019-09-10 08:00:00,10271.93,10290.01,10206.87,10254.56,1409.001,1568116799999,14445455.44815,1321,1238.489,12697733.92410,0
2019-09-10 12:00:00,10252.7,10270.58,10167.91,10179.1,1529.81,1568131199999,15638144.34140,1880,789.738,8076091.04754,0
2019-09-10 16:00:00,10172.13,10237.41,9940.87,10026.56,1413.946,1568145599999,14376866.27488,1649,824.835,8402203.09881,0
2019-09-10 20:00:00,10021.49,10127.22,9991.73,10102.02,1462.66,1568159999999,14732726.20892,1766,643.818,6487382.14752,0
2019-09-11 00:00:00,10094.27,10293.11,10051.0,10093.88,1377.981,1568174399999,13945812.34089,1601,813.921,8241336.64843,0
2019-09-11 04:00:00,10091.53,10097.65,9884.31,10067.46,1416.504,1568188799999,14209889.67039,1782,660.964,6630542.08258,0
2019-09-11 08:00:00,10068.41,10138.01,9988.69,10070.53,1031.664,1568203199999,10375018.90573,1531,928.720,9339750.10778,0
2019-09-11 12:00:00,10062.34,10101.38,9973.15,9991.84,1826.186,1568217599999,18315055.37735,2599,1296.895,13008860.99951,0
2019-09-11 16:00:00,9992.18,10123.29,9934.11,10077.6,2623.529,1568231999999,26394315.18488,3343,1995.336,20077711.60471,0
2019-09-11 20:00:00,10073.64,10184.66,10064.11,10159.55,2622.058,1568246399999,26546144.36050,2955,2028.606,20542958.25644,0
2019-09-12 00:00:00,10163.06,10205.46,10085.88,10113.43,2704.325,1568260799999,27405923.08543,3196,2252.247,22824514.31054,0
2019-09-12 04:00:00,10116.97,10129.19,10042.12,10078.96,2502.598,1568275199999,25224801.36655,2899,1766.065,17805936.36075,0
2019-09-12 08:00:00,10079.76,10187.9,10076.95,10170.93,2531.512,1568289599999,25668876.09134,3296,2024.341,20525494.27633,0
2019-09-12 12:00:00,10170.0,10365.15,10170.0,10326.58,2529.0,1568303999999,25983437.44291,3695,1756.385,18033396.93444,0
2019-09-12 16:00:00,10327.25,10349.91,10239.42,10308.8,2724.169,1568318399999,28048678.81225,3453,1102.982,11360386.24458,0
2019-09-12 20:00:00,10301.82,10450.13,10300.85,10415.13,2618.03,1568332799999,27162520.63566,3521,1215.778,12610932.35765,0
2019-09-13 00:00:00,10414.96,10440.55,10329.3,10364.64,2483.692,1568347199999,25761224.66985,3203,1877.255,19469032.02095,0
