timestamp,symbol,sumOpenInterest,sumOpenInterestValue,CMCCirculatingSupply
2025-11-18 16:00:00,BTCUSDT,102634.9,9530353628.702024,19950237.00000000
2025-11-18 17:00:00,BTCUSDT,101409.52,9476445838.296,19950237.00000000
2025-11-18 18:00:00,BTCUSDT,100874.817,9402916131.11863,19950237.00000000
2025-11-18 19:00:00,BTCUSDT,100591.807,9384410161.061949,19950237.00000000
2025-11-18 20:00:00,BTCUSDT,100534.51,9364190490.029362,19950237.00000000
2025-11-18 21:00:00,BTCUSDT,100099.218,9288139580.647003,19950237.00000000
2025-11-18 22:00:00,BTCUSDT,99928.206,9239362394.53992,19950237.00000000
2025-11-18 23:00:00,BTCUSDT,99998.83,9312356683.282022,19950237.00000000
2025-11-19 00:00:00,BTCUSDT,99954.956,9287504651.1564,19950237.00000000
2025-11-19 01:00:00,BTCUSDT,100005.524,9238270293.8624,19950237.00000000
2025-11-19 02:00:00,BTCUSDT,100025.049,9243809644.04693,19950237.00000000
2025-11-19 03:00:00,BTCUSDT,100038.56,9256614030.03099,19950440.00000000
2025-11-19 04:00:00,BTCUSDT,99729.718,9160736434.33885,19950440.00000000
2025-11-19 05:00:00,BTCUSDT,99902.954,9106099531.274815,19950440.00000000
2025-11-19 06:00:00,BTCUSDT,99530.275,8999417982.1975,19950440.00000000
2025-11-19 07:00:00,BTCUSDT,99535.669,9052089836.014969,19950440.00000000
2025-11-19 08:00:00,BTCUSDT,99727.179,9158097257.112602,19950440.00000000
2025-11-19 09:00:00,BTCUSDT,99257.382,9075628500.3846,19950440.00000000
2025-11-19 10:00:00,BTCUSDT,99323.931,9085686385.4043,19950440.00000000
2025-11-19 11:00:00,BTCUSDT,99330.637,9066075377.31412,19950440.00000000
2025-11-19 12:00:00,BTCUSDT,99217.714,9065750728.9222,19950440.00000000
2025-11-19 13:00:00,BTCUSDT,99202.851,9100571942.187,19950440.00000000
2025-11-19 14:00:00,BTCUSDT,99434.206,9084507928.572,19950440.00000000
2025-11-19 15:00:00,BTCUSDT,99386.376,9110753892.31506,19950440.00000000
2025-11-19 16:00:00,BTCUSDT,99380.972,8934723858.224154,19950440.00000000
2025-11-19 17:00:00,BTCUSDT,99805.52,8969881382.272,19950440.00000000
2025-11-19 18:00:00,BTCUSDT,100233.848,8967066974.732445,19950440.00000000
2025-11-19 19:00:00,BTCUSDT,101091.777,9018862448.3442,19950440.00000000
2025-11-19 20:00:00,BTCUSDT,101334.599,9004369531.0222,19950440.00000000
2025-11-19 21:00:00,BTCUSDT,101268.878,9067068484.1788,19950440.00000000
2025-11-19 22:00:00,BTCUSDT,100871.644,9134875521.105785,19950440.00000000
